answer,subject,choice_3,choice_2,choice_1,choice_0,question
3,moral_disputes,منشیات استعمال کرنے والوں کے حقوق کے بارے میں سوچنا اور بات کرنا مشکل بناتا ہے۔,بالکل موزوں ہے.,صورت حال کو بالکل بھی اچھی طرح سے بیان نہیں کرتا، کیونکہ یہ جنگ سے زیادہ ایک کھیل کی طرح ہے۔,مشابہت سے بری دلیل کو چھپاتا ہے۔,"ہیومر کو خدشہ ہے کہ منشیات کے استعمال کے بارے میں حکومتی پالیسیوں کو بیان کرتے وقت ""جنگ"" کے استعارے کا استعمال"
0,moral_disputes,تمام سیاسی سرگرمیاں دہشت گردی ہے۔,دہشت گردی سے مظلوم گروہوں کو فائدہ ہوتا ہے۔,دہشت گردی ایک آخری حربہ ہے۔,دہشت گردی آزادی اظہار کی ایک شکل ہے۔,مندرجہ ذیل میں سے کون سا دہشت گردی کے چار اہم عذروں میں سے ایک نہیں ہے جس پر مائیکل والزر بحث کرتے ہیں؟
3,moral_disputes,قومی ریاستوں کو تمام ممکنہ تارکین وطن کے لیے اپنی سرحدیں بند کرنے کا فرضی حق حاصل ہے۔,قومی ریاستوں کی ذمہ داری ہے کہ وہ اپنی سرحدیں کم سے کم خوشحال ممکنہ تارکین وطن کے لیے کھولیں۔,تمام ممکنہ امیگریشن کے لیے سرحدیں بند کرنا ایک فطری طور پر نسل پرستانہ سماجی پالیسی ہے۔,مخالف مساوات لبرل کاسموپولیٹنزم کے ساتھ مطابقت رکھتا ہے۔,کرسٹوفر ہیتھ ویلمین نے اس موقف کا دفاع کیا۔
0,moral_disputes,اپنی خوبی اور علم کے حوالے سے خود کو بہتر بنائیں۔,دوسروں کو نقصان پہنچانے سے بچیں.,کسی کے خیر خواہوں کے لیے شکرگزار ہونا۔,دوسروں کے ساتھ ماضی میں کی گئی غلطیوں کی اصلاح کریں۔,راس نے تجویز پیش کی کہ ہم پر تلافی کا فرض ہے - یعنی اولین فرض -
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,A اور B دونوں سچے ہیں۔,پابندیاں ایک الگ ثقافت یا طرز زندگی کو برقرار رکھنے کے لیے ضروری ہیں۔,ایسی پابندیاں ایک خودمختار رہنما کے ذریعہ لگائی جاتی ہیں۔,جوزف کیرنز کا استدلال ہے کہ آزادانہ ہجرت پر پابندیاں جائز ہو سکتی ہیں اگر
3,moral_disputes,ایک جنین,ایک جنین,ایک بلاسٹوسسٹ.,ایک زائگوٹ,ایک غیر پیدائشی فقاری جانور جو اس حد تک ترقی کر چکا ہے کہ بنیادی ڈھانچہ اپنی نوعیت کی خصوصیت رکھتا ہے
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,عملی رہنمائی.,پارسا پن,وضاحتی طاقت,اخلاقی نظریہ کے نظریاتی مقصد سے مطابقت کا اصول ہے۔
2,moral_disputes,انفرادی خوشی.,عام اچھی.,انسانی کمال.,سچ۔,Aquinas کے مطابق، ہر قانون کا حکم ہے۔
0,moral_disputes,انہیں علم سے محروم کر کے انہیں خوراک پیدا کرنے کی ضرورت ہے۔,دوا روکنا جس کی انہیں زندہ رہنے کی ضرورت ہے۔,انہیں خوراک خریدنے کے لیے درکار رقم دینے سے انکار کرنا۔,زہر آلود کھانا بھیج کر ان کو قتل کرنا۔,یہ سوال کہ آیا قتل/مرنے کی تفریق اخلاقی طور پر متعلقہ ہے یہ پوچھ کر کھڑا کیا جا سکتا ہے کہ کیا ہم تیسری دنیا کے ممالک میں لوگوں کو بھوکے مرنے کی اجازت دینے کے لیے برابر کے ذمہ دار ہیں جیسا کہ ہم ہوں گے۔
3,moral_disputes,وہ قارئین کی وجہ سے اپیل کرنا چاہتا ہے نہ کہ صرف قارئین کے دل کو کھینچنا چاہتا ہے۔,اس کا خیال ہے کہ دلائل کسی کے جذبات کو متاثر کرنے کا ایک زیادہ موثر طریقہ ہے۔,وہ استدلال کرتا ہے کہ ہمارے جذباتی ردعمل کا کوئی اثر نہیں ہے جس پر اخلاقی دعوے سچے ہیں۔,اس کا خیال ہے کہ تجریدی دلائل کسی کو عمل کرنے پر راضی کرنے کا زیادہ امکان رکھتے ہیں۔,ڈوبنے والے بچے کے کیس کی اپیل کرنے کے علاوہ گلوکار نے اپنی تین بنیادوں پر دلیل پیش کی کیونکہ
0,moral_disputes,مندرجہ بالا میں سے کوئی بھی نہیں؛ کوہن کا خیال ہے کہ جانوروں کے حقوق ہوسکتے ہیں۔,کیونکہ جانور اتنے طاقتور نہیں ہوتے جتنے انسان,کیونکہ جانوروں میں عقلیت کی کمی ہوتی ہے۔,کیونکہ حقوق بنیادی طور پر انسانی ہیں۔,کوہن کے مطابق جانور حقوق کے علمبردار کیوں نہیں ہو سکتے؟
0,moral_disputes,ایک غیر امتیازی اسٹیم سیل جسے مختلف طبی حالات کے علاج میں استعمال کیا جا سکتا ہے۔,نیوکلئس جو SCNT کے دوران بیضہ سے خارج ہوتا ہے۔,نیوکلئس جو SCNT کے دوران بیضہ میں لگایا جاتا ہے۔,ایک غیر زرخیز انڈے.,ایک oocyte ہے
1,moral_disputes,"(i) فطری کی قدر کی وضاحت کریں اور (ii) کیوں کوئی بھی ""غیر فطری"" قدر کی نہیں ہو سکتی۔",(i) یہ ثابت کریں کہ کسی کا جنسی رجحان انتخاب کا معاملہ ہے اور (ii) جو لوگ ہم جنس پرستی کا انتخاب کرتے ہیں ان میں خود کو نقصان پہنچانے کی اندرونی خواہش ہوتی ہے۔,"(i) بالکل واضح کریں کہ ""غیر فطری پن"" سے ان کا کیا مطلب ہے اور (ii) وضاحت کریں کہ غیر فطری (اتنی تعریف شدہ) اخلاقی طور پر کیوں اہمیت رکھتی ہے۔",(i) مقعد جنسی کے نقصانات کی وضاحت کریں اور (ii) یہ ثابت کریں کہ تمام ہم جنس پرستوں کو لازمی طور پر ان نقصانات کا سامنا کرنا پڑے گا۔,"Corvino کے مطابق، ""غیر فطری"" چارج صرف اس صورت میں اخلاقی وزن اٹھا سکتا ہے جب اسے برابر کرنے والے دو چیزیں کر سکتے ہیں:"
1,moral_disputes,سماجی معاہدہ کا نظریہ,پہلی نظر ڈیوٹی کی اخلاقیات,افادیت پسندی,کانٹیان اخلاقی نظریہ,مل کس اخلاقی نظریہ کی بنیاد پر نقصان کے اصول کا دفاع کرتا ہے؟
1,moral_disputes,کامل (نامکمل کی بجائے)۔,غیر موجود,بالواسطہ اور مشتق۔,براہ راست اور بنیادی.,Carruthers کے مطابق، جانوروں کے لیے ہمارے فرائض ہیں۔
1,moral_disputes,صرف کبھی کبھی قتل سے بچیں,صرف کبھی کبھی قتل کو روکتا ہے۔,ہر قیمت پر قتل سے گریز کریں۔,قتل کو ہر قیمت پر روکیں۔,ناگل نے واضح کیا کہ مطلق العنانیت وہ نظریہ ہے جو ہمیں کرنا چاہیے۔
2,moral_disputes,آزادی ان لوگوں تک محدود ہے جنہوں نے اسے حاصل نہیں کیا۔,عدم مساوات ہیں جو سب کے فائدے میں نہیں ہیں۔,سیاسی طاقت زیادہ تر امیر اور اعلیٰ طبقے کو دی جاتی ہے۔,کچھ کے پاس دوسروں سے زیادہ سامان (مثلاً خوشی) ہوتا ہے۔,جان رالز کے مطابق، ایک غیر منصفانہ معاشرہ، کسی بھی معاشرے کے طور پر تقریباً نمایاں کیا جا سکتا ہے۔
2,moral_disputes,مدد کرنے کی صلاحیت اور خواہشات کے اصول۔,حقوق اور صحرا کے اصول۔,حق اور اچھے کے اصول۔,مساوات اور نقصان کے اصول۔,عالمی بھوک اور غربت کے مسئلے کے حوالے سے، آرتھر نے اشارہ کیا کہ گلوکار نظر انداز کرتا ہے۔
0,moral_disputes,جو مساوی تعلیمی مواقع کی قدر کرتے ہیں۔,جو آزادی اظہار کے مضبوط تحفظ کو اہمیت نہیں دیتے,جو آزادی اظہار کے لیے مضبوط تحفظات کی قدر کرتے ہیں۔,وہ لوگ جو رازداری کے مضبوط حق کی قدر کرتے ہیں۔,Altman کے مطابق، نقطہ نظر پر مبنی تقریر پر پابندی کس کے لیے پریشان کن ہونی چاہیے؟
1,moral_disputes,مندرجہ بالا میں سے کوئی بھی نہیں۔,اے اور بی دونوں,جان بوجھ کر متاثر کرنے کی ضرورت نہیں ہے.,جان بوجھ کر متاثر کرنے کی ضرورت ہے.,میک گریگور کے مطابق، عصمت دری کا اظہاری نقصان
3,moral_disputes,اگر لوگوں کے متعصبانہ رویے تبدیل نہیں ہوتے ہیں تو ہمیں ایس سی این ٹی کی اجازت نہیں دینی چاہیے۔,لوگوں کے متعصبانہ رویوں میں تبدیلی کا امکان ہے۔,SCNT افراد سے لوگ جو توقعات رکھیں گے وہ بچوں کی جنسی طور پر پیدا ہونے والی عام توقعات سے زیادہ بدتر نہیں ہو سکتی ہیں۔,دلیل جینیاتی عزم یا جینیاتی کمی کو مانتی ہے۔,مندرجہ ذیل میں سے کون سا اعتراض نہیں ہے Pence اس دلیل پر دیتا ہے کہ SCNT بچے کے لیے بہترین نہیں ہے؟
3,moral_disputes,چاہے وہ عمل مطلوب ہو، اجازت ہو یا کسی اصول کے ذریعہ ممنوع ہو جس کے بہترین نتائج برآمد ہوں۔,چاہے کوئی نیک شخص کسی ایسے قاعدے کی توثیق کرے گا جس میں اس عمل کی ضرورت، اجازت یا ممانعت ہو۔,ایک ہی قسم کے اعمال کے محرک کے پیچھے منطقی مستقل مزاجی۔,اس کارروائی کا قانون کے آپریٹو قواعد سے تعلق ہے۔,قاعدہ نتیجہ کے مطابق، کسی عمل کی درستگی یا غلط ہونے کا انحصار اس پر ہوتا ہے۔
0,moral_disputes,کشش کا ایک عالمگیر قانون ہے۔,ہر حال میں لوگوں کے ساتھ ان کی انسانیت کی روشنی میں سلوک کرنا ناممکن ہے۔,اس طرح تمام جنسی تعلقات غیر اخلاقی ہیں۔,اس شخص کے ساتھ اخلاقی تعلق خراب ہو جاتا ہے۔,کانٹ کا استدلال ہے کہ چونکہ جنسی کشش میں کسی دوسرے شخص کو کسی کی بھوک کی چیز کے طور پر دیکھنا شامل ہے،
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,مطمئن کرنے کے لئے بہت آسان ہے.,بہت مطالبہ.,بہت پیچیدہ۔,افادیت پر ایک عام اعتراض یہ ہے کہ افادیت کا اصول ہے۔
2,moral_disputes,کچھ نہیں ہمارے ساتھی شہریوں کے لیے کوئی خاص ذمہ داریاں نہیں ہیں۔,ایک جائز خود مختار کمیونٹی میں رکنیت۔,نتیجہ خیز فرائض سب سے بڑی تعداد کے لئے سب سے بڑی بھلائی کو فروغ دینا۔,غیر شہریوں سے ہمارے تعلقات۔,Macedo کے مطابق، ہم سے پیدا ہونے والے اپنے ساتھی شہریوں کے لیے خصوصی ذمہ داریاں ہیں۔
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,عمل کو انجام دینے میں کوئی بھی بنیادی اقدار کی براہ راست خلاف ورزی نہیں کرتا ہے۔,عمل ایک قسم کا ہے جسے قدرتی انتخاب کے قوانین نے پسند کیا ہے۔,کارروائی صرف بالواسطہ طور پر کچھ بنیادی اقدار کی خلاف ورزی کرتی ہے۔,فطری قانون نظریہ کے بنیادی اصول کے مطابق، ایک عمل درست ہے اگر اور صرف اس صورت میں جب (اور کیونکہ)
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,وہ عورت جو انڈے کا عطیہ کرتی ہے۔,وہ فرد جو نیوکلئس کا عطیہ کرتا ہے۔,وہ خاتون جو زائگوٹ کو مدت تک لے جاتی ہے۔,تولیدی کلوننگ میں، کلون شدہ فرد کا تقریباً وہی جینیاتی میک اپ ہوگا جیسا کہ ہوتا ہے۔
2,moral_disputes,ریاست کو قاتلوں کو مارنا چاہیے۔,ہمیں انسانوں کی عزت کا خیال رکھنا چاہیے۔,اپنے دفاع میں قتل کرنا کبھی بھی اخلاقی طور پر جائز نہیں ہے۔,مجرم غیر انسانی سلوک کے مستحق ہیں۔,ناتھنسن کا خیال ہے کہ ہم سزائے موت کو ختم کر کے بھیجے جانے والے پیغامات میں سے ایک یہ ہے۔
